Date,Open,High,Low,Close,Adj Close,Volume,Day
2023-10-30,347.829987,350.540009,346.450012,349.200012,348.320679,55298500,168
2023-10-31,349.230011,351.25,346.619995,350.869995,349.986481,47671900,169
2023-11-01,351.720001,357.529999,351.619995,356.959991,356.061127,58992700,170
2023-11-02,361.540009,363.679993,360.299988,363.440002,362.524841,58162400,171
2023-11-03,364.75,369.019989,364.519989,367.709991,366.784058,53239100,172
2023-11-06,368.48999,369.779999,366.910004,369.209991,368.280273,38848700,173
2023-11-07,370.269989,373.579987,369.049988,372.700012,371.761505,50777400,174
2023-11-08,373.079987,373.790009,370.619995,372.940002,372.000885,35663400,175
2023-11-09,373.640015,374.799988,369.570007,370.070007,369.138153,53859400,176
2023-11-10,371.820007,378.540009,371.279999,378.390015,377.437195,58309800,177
2023-11-13,376.790009,378.279999,375.23999,377.209991,376.260162,40733500,178
2023-11-14,383.709991,386.26001,383.179993,385.329987,384.35968,67792600,179
2023-11-15,387.25,387.75,384.23999,385.619995,384.648956,54141400,180
2023-11-16,384.839996,386.190002,383.559998,385.950012,384.97818,45343500,181
2023-11-17,385.209991,387.070007,384.290009,386.040009,385.067932,46571900,182
2023-11-20,386.049988,391.410004,386.049988,390.73999,389.756073,44429600,183
2023-11-21,389.01001,389.230011,386.700012,388.470001,387.491791,43337000,184
2023-11-22,390.570007,393.070007,389.040009,390.059998,389.077789,44121000,185
2023-11-24,389.649994,390.25,388.5,389.51001,388.529175,15718800,186
2023-11-27,389.01001,391.149994,388.279999,389.170013,388.190033,34139700,187
2023-11-28,388.410004,390.779999,388.049988,390.190002,389.207489,35491100,188
2023-11-29,392.690002,394.140015,389.459991,389.809998,388.8284,38811700,189
2023-11-30,390.079987,390.549988,385.820007,388.829987,387.850891,52834400,190
2023-12-01,387.75,390.540009,386.070007,389.940002,388.958099,40440500,191
2023-12-04,386.089996,386.600006,382.660004,386.320007,385.347198,51186900,192
2023-12-05,384.390015,388.5,384.209991,387.290009,386.314789,42933000,193
2023-12-06,390.269989,390.369995,384.700012,385.049988,384.080383,41994100,194
2023-12-07,388.070007,391.269989,386.959991,390.429993,389.446869,49593500,195
2023-12-08,388.670013,392.619995,388.480011,392.170013,391.182495,46623600,196
2023-12-11,391.73999,395.790009,391.529999,395.519989,394.524048,41198000,197
2023-12-12,395.559998,398.790009,394.410004,398.670013,397.666138,39221200,198
2023-12-13,399.619995,404.359985,398.839996,403.73999,402.723358,55408100,199
2023-12-14,404.980011,406.299988,400.339996,403.390015,402.374237,55447800,200
2023-12-15,404.179993,406.540009,403.570007,405.339996,404.319305,62598000,201
2023-12-18,404.929993,407.98999,404.600006,407.079987,406.865967,46610000,202
2023-12-19,407.540009,409.279999,407.350006,409.160004,408.944916,35711900,203
2023-12-20,408.350006,410.470001,402.899994,403.079987,402.868073,54042400,204
2023-12-21,407.059998,408.140015,404.470001,407.769989,407.555634,45568900,205
2023-12-22,409,409.970001,406.480011,408.380005,408.165314,34292400,206
2023-12-26,409.25,411.559998,409.149994,410.880005,410.664001,22722500,207
2023-12-27,410.950012,411.790009,410.079987,411.5,411.5,31980500,208
2023-12-28,412.670013,412.920013,410.940002,411.299988,411.299988,27029200,209
2023-12-29,411.279999,411.640015,407.579987,409.519989,409.519989,42633400,210
2024-01-02,405.839996,406.089996,400.23999,402.589996,402.589996,58026900,211
2024-01-03,399.929993,401,397.890015,398.329987,398.329987,47002800,212
2024-01-04,396.440002,399.589996,396.059998,396.279999,396.279999,39432800,213
2024-01-05,396.450012,399.559998,395.339996,396.75,396.75,44867900,214
2024-01-08,397.98999,405.23999,397.839996,404.950012,404.950012,42473800,215
2024-01-09,401.910004,406.690002,401.709991,405.75,405.75,39132900,216
2024-01-10,406.070007,409.519989,405.170013,408.5,408.5,33962800,217
2024-01-11,409.790009,411.200012,404.23999,409.350006,409.350006,54536200,218
2024-01-12,410.399994,411.25,408.149994,409.559998,409.559998,39581400,219
2024-01-16,408.309998,411.119995,406.829987,409.519989,409.519989,43903000,220
2024-01-17,406.170013,407.589996,402.920013,407.209991,407.209991,54386000,221
2024-01-18,410.519989,413.579987,409.160004,412.98999,412.98999,59562500,222
2024-01-19,415.220001,421.339996,414.630005,421.179993,421.179993,70268500,223
2024-01-22,423.410004,424.730011,421.119995,421.730011,421.730011,44880600,224
2024-01-23,422.429993,423.700012,420.570007,423.480011,423.480011,33003800,225
2024-01-24,427.440002,429.850006,425.329987,425.829987,425.829987,46948000,226
2024-01-25,428.359985,429.040009,423.980011,426.350006,426.350006,44367200,227
2024-01-26,424.440002,426.209991,423.149994,423.809998,423.809998,37137000,228
2024-01-29,424.269989,428.350006,423.609985,428.149994,428.149994,38694700,229
2024-01-30,427.100006,427.679993,424.380005,425.299988,425.299988,36739000,230
2024-01-31,420.850006,422.869995,416.790009,416.970001,416.970001,64010600,231
2024-02-01,418.790009,422.380005,417.809998,421.880005,421.880005,51008600,232
2024-02-02,423.799988,430.23999,422.790009,429.01001,429.01001,59582300,233
2024-02-05,429.070007,429.609985,425,428.450012,428.450012,39889200,234
2024-02-06,429.609985,430.220001,425.220001,427.589996,427.589996,35846100,235
2024-02-07,430.410004,432.829987,429.089996,431.98999,431.98999,37712700,236
2024-02-08,432.109985,433.559998,431.420013,432.790009,432.790009,29889900,237
2024-02-09,433.940002,437.850006,433.140015,437.049988,437.049988,36943900,238
2024-02-12,436.940002,439.140015,434.649994,435.339996,435.339996,33203300,239
2024-02-13,427.279999,431.269989,425.329987,428.549988,428.549988,64491700,240
2024-02-14,431.26001,433.649994,428.880005,433.220001,433.220001,45092700,241
2024-02-15,433.920013,434.980011,431.329987,434.51001,434.51001,38796100,242
2024-02-16,434.890015,434.98999,429.850006,430.570007,430.570007,53661500,243
2024-02-20,428.549988,430.079987,423.5,427.320007,427.320007,53999500,244
2024-02-21,424.549988,425.700012,421.630005,425.609985,425.609985,50179700,245
2024-02-22,434.48999,439.119995,433.709991,438.070007,438.070007,53887800,246
2024-02-23,439.649994,440.589996,435.790009,436.779999,436.779999,39794400,247
2024-02-26,437.600006,438.600006,436.359985,436.549988,436.549988,33043200,248
2024-02-27,437.670013,437.98999,435.029999,437.600006,437.600006,33713200,249
2024-02-28,435.429993,436.670013,434.299988,435.269989,435.269989,32938800,250
2024-02-29,438.230011,440.089996,435.019989,439,439,42331000,251
2024-03-01,439.869995,444.609985,439.850006,444.479889,444.479889,20599153,252
